,Mobile Link,Mobile Name,Price,Rating,SIM Type,Display Size,Resolution,Display Type,GPU,Operating System,Processor Type,Processor Core,Internal Storage,RAM,Total Memory,Expandable Storage,Primary Camera,Secondary Camera,Digital Zoom,Frame Rate,Supported Networks,Bluetooth Version,Wi-Fi Version,NFC,Battery Capacity
182,https://flipkart.com/realme-12-5g-woodland-green-128-gb/p/itm33bab7c9fcc8e?pid=MOBGYAFKW3YMGCC6&lid=LSTMOBGYAFKW3YMGCC6Q0PSG6&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_8_183&otracker=search&otracker1=search&fm=organic&iid=ef58ca9b-61c6-4bf3-93f3-462436c455ce.MOBGYAFKW3YMGCC6.SEARCH&ppt=None&ppn=None&ssid=ne22qq3zs00000001735198669199&qH=9215ad6dc70e1542,"realme 12 5G (Woodland Green, 128 GB)  (6 GB RAM)",N/A,4.4,Dual Sim,17.07 cm (6.72 inch),2400 x 1080 Pixels,Full HD+ LCD,ARM Mali G57 MC2,Android 14,Dimensity 6100+,Octa Core,128 GB,6 GB,N/A,2 TB,108MP + 2MP,8MP Front Camera,20X,"120 fps, 30 fps","5G, 4G VoLTE, 4G LTE, WCDMA, GSM",v5.3,"802.11 a/b/g/n/ac, 802.11 a/b/g/n, 802.11 ac (Wi-Fi 5) (2.4 GHz | 5.1 GHz | 5.8 GHz)",No,5000 mAh
183,https://flipkart.com/realme-12-5g-woodland-green-128-gb/p/itm33bab7c9fcc8e?pid=MOBGYAFKZJPYABMH&lid=LSTMOBGYAFKZJPYABMHGXIP4K&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_8_184&otracker=search&otracker1=search&fm=organic&iid=ef58ca9b-61c6-4bf3-93f3-462436c455ce.MOBGYAFKZJPYABMH.SEARCH&ppt=None&ppn=None&ssid=ne22qq3zs00000001735198669199&qH=9215ad6dc70e1542,"realme 12 5G (Woodland Green, 128 GB)  (8 GB RAM)",N/A,4.3,Dual Sim,17.07 cm (6.72 inch),2400 x 1080 Pixels,Full HD+ LCD,ARM Mali G57 MC2,Android 14,Dimensity 6100+,Octa Core,128 GB,8 GB,N/A,2 TB,108MP + 2MP,8MP Front Camera,20X,"120 fps, 30 fps","5G, 4G VoLTE, 4G LTE, WCDMA, GSM",v5.3,"802.11 a/b/g/n/ac, 802.11 a/b/g/n, 802.11 ac (Wi-Fi 5) (2.4 GHz | 5.1 GHz | 5.8 GHz)",No,5000 mAh
184,https://flipkart.com/redmi-note-13-5g-stealth-black-128-gb/p/itmc3c15b49fe943?pid=MOBGZDPUYX7CSDWV&lid=LSTMOBGZDPUYX7CSDWVNYQHLV&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_8_185&otracker=search&otracker1=search&fm=organic&iid=ef58ca9b-61c6-4bf3-93f3-462436c455ce.MOBGZDPUYX7CSDWV.SEARCH&ppt=None&ppn=None&ssid=ne22qq3zs00000001735198669199&qH=9215ad6dc70e1542,"REDMI Note 13 5G (Stealth Black, 128 GB)  (6 GB RAM)","₹16,999",4.2,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Full HD+ 120Hz AMOLED Display,ARM Mali-G57 MC2,Android 13,Dimensity 6080,Octa Core,128 GB,6 GB,128 GB,1 TB,108MP + 2MP,16MP Front Camera,Upto 10X,30 fps,"5G, 4G VoLTE, 4G LTE, WCDMA, GSM",v5.3,Supports 2.4 GHz and 5 GHz Dual Band,No,5000 mAh
185,https://flipkart.com/redmi-13-5g-orchid-pink-128-gb/p/itmede93b8d7b1a4?pid=MOBH2UPGZGWWWHF7&lid=LSTMOBH2UPGZGWWWHF7ZMF0VR&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_8_186&otracker=search&otracker1=search&fm=organic&iid=ef58ca9b-61c6-4bf3-93f3-462436c455ce.MOBH2UPGZGWWWHF7.SEARCH&ppt=None&ppn=None&ssid=ne22qq3zs00000001735198669199&qH=9215ad6dc70e1542,"REDMI 13 5G (Orchid Pink, 128 GB)  (8 GB RAM)",N/A,4.2,Dual Sim,17.25 cm (6.79 inch),1080 x 2460 Pixels,"IPS LCD, 120Hz, 550 nits (HBM)",N/A,Android Android 14,Qualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm),Octa Core,128 GB,8 GB,N/A,N/A,108MP Rear Camera,N/A,N/A,N/A,5G,v5,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",No,5030 mAh
186,https://flipkart.com/poco-x6-neo-5g-martian-orange-128-gb/p/itmb53368ff4b262?pid=MOBGYQ6BFZJ9RHDD&lid=LSTMOBGYQ6BFZJ9RHDDZW8XID&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_8_187&otracker=search&otracker1=search&fm=organic&iid=en_6W-LTbUIhkY0HQPm9VAkJviPk7vLpx15ZeStZNZxHreq5WaUp5-yMKnfgH6ztnEiztrKrAgU1kFyJd_3qIaq_PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ne22qq3zs00000001735198669199&qH=9215ad6dc70e1542,"POCO X6 Neo 5G (Martian Orange, 128 GB)  (8 GB RAM)",N/A,4.2,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Full HD+ 120Hz AMOLED Display,ARM Mali-G57 MC2,Android 13,Dimensity 6080,Octa Core,128 GB,8 GB,128 GB,1 TB,108MP + 2MP,16MP Front Camera,Upto 10X,120 Hz,"4G LTE, 4G VoLTE, 5G, GSM, WCDMA",v5.3,Supports 2.4 GHz and 5 GHz Dual Band,No,5000 mAh
187,https://flipkart.com/samsung-galaxy-s23-5g-cream-128-gb/p/itmc77ff94cdf044?pid=MOBGMFFX5XYE8MZN&lid=LSTMOBGMFFX5XYE8MZNRGKCA5&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_8_188&otracker=search&otracker1=search&fm=organic&iid=en_6W-LTbUIhkY0HQPm9VAkJviPk7vLpx15ZeStZNZxHrfcwbMeJayJem0S9rjv9hZKQNzzQ883UL_go8aWksx-k_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ne22qq3zs00000001735198669199&qH=9215ad6dc70e1542,"SAMSUNG Galaxy S23 5G (Cream, 128 GB)  (8 GB RAM)",N/A,4.6,Dual Sim,15.49 cm (6.1 inch),2340 x 1080 Pixels,Full HD+ Dynamic AMOLED 2X,Qualcomm Adreno 740,Android 13,Qualcomm Snapdragon 8 Gen 2,Octa Core,128 GB,8 GB,128 GB,N/A,50MP + 10MP + 12MP,12MP Front Camera,Upto 30x,30 fps,"5G, 4G LTE, WCDMA, GSM",v5.3,"802.11 a/b/g/n/ac/ax (2.4 GHz | 5 GHz 6 GHz), HE160, MIMO, 1024-QAM",Yes,3900 mAh
188,https://flipkart.com/redmi-note-12-5g-sunrise-gold-256-gb/p/itmb97a84bd0b8c0?pid=MOBGRM9XFJSNYZSG&lid=LSTMOBGRM9XFJSNYZSGFZSQVW&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_8_189&otracker=search&otracker1=search&fm=organic&iid=ef58ca9b-61c6-4bf3-93f3-462436c455ce.MOBGRM9XFJSNYZSG.SEARCH&ppt=None&ppn=None&ssid=ne22qq3zs00000001735198669199&qH=9215ad6dc70e1542,"REDMI Note 12 5G (Sunrise Gold, 256 GB)  (8 GB RAM)","₹19,999",4.1,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Full HD+ 120 Hz Super AMOLED Display,Adreno 619,Android 12,Qualcomm Snapdragon 4 Gen 1,Octa Core,256 GB,8 GB,N/A,1 TB,48MP + 8MP + 2MP,13MP Front Camera,10X,120 Hz,"5G, 4G VoLTE, 4G LTE, WCDMA, GSM",v5.1,Supports 2.4 GHz and 5 GHz Dual Band,No,5000 mAh
189,https://flipkart.com/samsung-galaxy-a25-5g-blue-128-gb/p/itmd4ae38b85f148?pid=MOBGWD85YTHZCGPU&lid=LSTMOBGWD85YTHZCGPUARWXNU&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_8_190&otracker=search&otracker1=search&fm=organic&iid=ef58ca9b-61c6-4bf3-93f3-462436c455ce.MOBGWD85YTHZCGPU.SEARCH&ppt=None&ppn=None&ssid=ne22qq3zs00000001735198669199&qH=9215ad6dc70e1542,"SAMSUNG Galaxy A25 5G (Blue, 128 GB)  (8 GB RAM)",N/A,4.3,Dual Sim,16.51 cm (6.5 inch),2340 x 1080 Pixels,Super AMOLED,ARM Mali G68 MP4,Android 14,Exynos 1280,Octa Core,128 GB,8 GB,N/A,1 TB,50MP + 8MP + 2MP,13MP Front Camera,Upto 10X,30 fps,"4G LTE, 5G, GSM, WCDMA",v5.3,"802.11 a/b/g/n/ac (2.4 GHz | 5 GHz), VHT80",Yes,5000 mAh
190,https://flipkart.com/infinix-note-40-pro-5g-vintage-green-256-gb/p/itma7197f5eb7e85?pid=MOBGZCBWUBBPE6PG&lid=LSTMOBGZCBWUBBPE6PG3WPGPH&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_8_191&otracker=search&otracker1=search&fm=organic&iid=en_6W-LTbUIhkY0HQPm9VAkJviPk7vLpx15ZeStZNZxHrc3TlV9RK7eNWTnyqrvosLOJZfHmhHJs6H4Z3KTbYpGw_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ne22qq3zs00000001735198669199&qH=9215ad6dc70e1542,"Infinix Note 40 Pro 5G (Vintage Green, 256 GB)  (8 GB RAM)","₹19,999",4.2,Dual Sim,17.22 cm (6.78 inch),2436 x 1080 Pixels,Full HD+ LTPS Curved AMOLED,N/A,Android 14,Mediatek Dimensity 7020,Octa Core,256 GB,8 GB,N/A,N/A,108MP (OIS) + 2MP + 2MP,32MP Front Camera,3X (Optical)and 10X,N/A,"5G, 4G LTE, WCDMA, GSM",v5.3,802.11 (a/b/g/n/ac) (2.4 GHz|5 GHz),Yes,5000 mAh
191,https://flipkart.com/samsung-galaxy-s23-5g-phantom-black-128-gb/p/itm1f3efe01d1c61?pid=MOBGNPGZVX4PCTTF&lid=LSTMOBGNPGZVX4PCTTFYWYWBL&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_8_192&otracker=search&otracker1=search&fm=organic&iid=en_6W-LTbUIhkY0HQPm9VAkJviPk7vLpx15ZeStZNZxHreb-rRk5brkNhCg0aucdekpoDpaneuSRzEfS6FXRhLVG6V8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=ne22qq3zs00000001735198669199&qH=9215ad6dc70e1542,"SAMSUNG Galaxy S23 5G (Phantom Black, 128 GB)  (8 GB RAM)","₹37,999",4.6,Dual Sim,15.49 cm (6.1 inch),2340 x 1080 Pixels,Full HD+ Dynamic AMOLED 2X,Qualcomm Adreno 740,Android 13,Qualcomm Snapdragon 8 Gen 2,Octa Core,128 GB,8 GB,128 GB,N/A,50MP + 10MP + 12MP,12MP Front Camera,Upto 30x,30 fps,"5G, 4G LTE, WCDMA, GSM",v5.3,"802.11 a/b/g/n/ac/ax (2.4 GHz | 5 GHz 6 GHz), HE160, MIMO, 1024-QAM",Yes,3900 mAh
192,https://flipkart.com/tecno-spark-20-pro-5g-glossy-white-128-gb/p/itm6bc9c27f4650d?pid=MOBHFXHEGTZRWYSG&lid=LSTMOBHFXHEGTZRWYSGULUJ31&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_9_193&otracker=search&otracker1=search&fm=organic&iid=191a8f15-a307-4c46-bd51-fbfcbf062a43.MOBHFXHEGTZRWYSG.SEARCH&ppt=None&ppn=None&ssid=gu9tuksicg0000001735198669902&qH=9215ad6dc70e1542,"Tecno Spark 20 Pro 5G (Glossy White, 128 GB)  (8 GB RAM)","₹15,999",4.1,Dual Sim,17.22 cm (6.78 inch),NA,N/A,N/A,Android 14,D6080 5G Processor,Octa Core,128 GB,8 GB,N/A,1 TB,108MP Rear Camera,N/A,N/A,N/A,5G,N/A,N/A,N/A,5000 mAh
193,https://flipkart.com/redmi-12-5g-pastel-blue-128-gb/p/itm0c8ba13f6fc5b?pid=MOBGZF9PFZMY6YCH&lid=LSTMOBGZF9PFZMY6YCHSE6JHU&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_9_194&otracker=search&otracker1=search&fm=organic&iid=191a8f15-a307-4c46-bd51-fbfcbf062a43.MOBGZF9PFZMY6YCH.SEARCH&ppt=None&ppn=None&ssid=gu9tuksicg0000001735198669902&qH=9215ad6dc70e1542,"REDMI 12 5G (Pastel Blue, 128 GB)  (6 GB RAM)","₹13,499",4.2,Dual Sim,17.25 cm (6.79 inch),2460 x 1080 Pixels,N/A,Adreno,Android 13,Snapdragon 4 Gen 2,Octa Core,128 GB,6 GB,N/A,1 TB,50MP + 2MP,8MP Front Camera,Upto 10X,90 Hz fps,"5G, 4G VoLTE, 4G LTE, WCDMA, GSM",v5.0,Supports 2.4 GHz and 5 GHz Dual Band,No,5000 mAh
194,https://flipkart.com/redmi-11-prime-5g-meadow-green-128-gb/p/itme0b907d1e24ea?pid=MOBGHDXFNEWNNFFR&lid=LSTMOBGHDXFNEWNNFFROSFB28&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_9_195&otracker=search&otracker1=search&fm=organic&iid=191a8f15-a307-4c46-bd51-fbfcbf062a43.MOBGHDXFNEWNNFFR.SEARCH&ppt=None&ppn=None&ssid=gu9tuksicg0000001735198669902&qH=9215ad6dc70e1542,"REDMI 11 Prime 5G (Meadow Green, 128 GB)  (6 GB RAM)",N/A,4.2,Dual Sim,16.71 cm (6.58 inch),2400 x 1080 Pixels,N/A,N/A,Android 12,N/A,N/A,128 GB,6 GB,N/A,N/A,5MP Rear Camera,N/A,N/A,N/A,5G,N/A,N/A,N/A,5000 mAh
195,https://flipkart.com/tecno-spark-20-pro-5g-neon-green-128-gb/p/itm6bc9c27f4650d?pid=MOBHFXHEGVYKPGDC&lid=LSTMOBHFXHEGVYKPGDCESNAAB&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_9_196&otracker=search&otracker1=search&fm=organic&iid=191a8f15-a307-4c46-bd51-fbfcbf062a43.MOBHFXHEGVYKPGDC.SEARCH&ppt=None&ppn=None&ssid=gu9tuksicg0000001735198669902&qH=9215ad6dc70e1542,"Tecno Spark 20 Pro 5G (Neon Green, 128 GB)  (8 GB RAM)",N/A,4.1,Dual Sim,17.22 cm (6.78 inch),NA,N/A,N/A,Android 14,D6080 5G Processor,Octa Core,128 GB,8 GB,N/A,N/A,108MP Rear Camera,N/A,N/A,N/A,5G,N/A,N/A,N/A,5000 mAh
196,https://flipkart.com/samsung-galaxy-a14-5g-dark-red-128-gb/p/itma8393faabfb76?pid=MOBGHT8UUUNXNYZ4&lid=LSTMOBGHT8UUUNXNYZ4QUY1LJ&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_9_197&otracker=search&otracker1=search&fm=organic&iid=en_B4XbMIDXXBgbgi7p-LcOUDpu-s7C8weB3_y0tpsyvpPtq_2TAK5TK3OGPuBoKNeqWn0rLHS-k1NXmOMXwSoZg_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gu9tuksicg0000001735198669902&qH=9215ad6dc70e1542,"SAMSUNG Galaxy A14 5G (Dark Red, 128 GB)  (6 GB RAM)","₹10,999",4.2,Dual Sim,16.76 cm (6.6 inch),2408 x 1080 Pixels,Full HD+,ARM Mali G68 MP2,Android 13,Exynos 1330,Octa Core,128 GB,6 GB,128 GB,1 TB,50MP + 2MP + 2MP,13MP Front Camera,Upto 10X,30 fps,"5G, 4G LTE, WCDMA, GSM",v5.0,802.11,No,5000 mAh
197,https://flipkart.com/samsung-galaxy-a14-5g-light-green-128-gb/p/itmabe91abe7ba0c?pid=MOBGHT8UU3STRKZS&lid=LSTMOBGHT8UU3STRKZSI7GOCK&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_9_198&otracker=search&otracker1=search&fm=organic&iid=en_B4XbMIDXXBgbgi7p-LcOUDpu-s7C8weB3_y0tpsyvpM2X_cDOio9okPy8ds-VeJKnJLSrVyAuuGUkkwpZV7-D_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gu9tuksicg0000001735198669902&qH=9215ad6dc70e1542,"SAMSUNG Galaxy A14 5G (Light Green, 128 GB)  (6 GB RAM)","₹10,999",4.2,Dual Sim,16.76 cm (6.6 inch),2408 x 1080 Pixels,Full HD+,ARM Mali G68 MP2,Android 13,Exynos 1330,Octa Core,128 GB,6 GB,128 GB,1 TB,50MP + 2MP + 2MP,13MP Front Camera,Upto 10X,30 fps,"5G, 4G LTE, WCDMA, GSM",v5.0,802.11,No,5000 mAh
198,https://flipkart.com/poco-x6-5g-skyline-blue-256-gb/p/itmf956f31d6383d?pid=MOBHY76SBFNZRSJH&lid=LSTMOBHY76SBFNZRSJHZQMH99&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_9_199&otracker=search&otracker1=search&fm=organic&iid=191a8f15-a307-4c46-bd51-fbfcbf062a43.MOBHY76SBFNZRSJH.SEARCH&ppt=None&ppn=None&ssid=gu9tuksicg0000001735198669902&qH=9215ad6dc70e1542,"POCO X6 5G (Skyline Blue, 256 GB)  (8 GB RAM)","₹18,499",4.3,Dual Sim,16.94 cm (6.67 inch),2712 x 1220 Pixels,120Hz AMOLED Display,Adreno GPU A710,Android 13,7s Gen 2 Mobile Platform 5G,Octa Core,256 GB,8 GB,N/A,N/A,64MP + 8MP + 2MP,16MP Front Camera,Upto 10X,120 Hz,"4G LTE, 4G VoLTE, 5G, GSM, WCDMA",v5.2,"Wi-Fi 5, Supports 2.4 GHz and 5 GHz Dual Band",No,5100 mAh
199,https://flipkart.com/redmi-note-11-space-black-64-gb/p/itme81102bba3838?pid=MOBGHDXFPSHVGXUQ&lid=LSTMOBGHDXFPSHVGXUQ5JYQF1&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_9_200&otracker=search&otracker1=search&fm=organic&iid=191a8f15-a307-4c46-bd51-fbfcbf062a43.MOBGHDXFPSHVGXUQ.SEARCH&ppt=None&ppn=None&ssid=gu9tuksicg0000001735198669902&qH=9215ad6dc70e1542,"REDMI Note 11 (Space Black, 64 GB)  (4 GB RAM)",N/A,4.2,Dual Sim,16.33 cm (6.43 inch),2400 x 1080 pixel,N/A,N/A,Android 11,N/A,Octa Core,64 GB,4 GB,N/A,N/A,50MP Rear Camera,13MP Front Camera,N/A,N/A,"4G VoLTE, 4G LTE",N/A,N/A,N/A,5000 mAh
200,https://flipkart.com/poco-m6-plus-5g-ice-silver-128-gb/p/itm7e794d10838b4?pid=MOBH2M2DTGYS9HPB&lid=LSTMOBH2M2DTGYS9HPBRYLMHV&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_9_201&otracker=search&otracker1=search&fm=organic&iid=en_B4XbMIDXXBgbgi7p-LcOUDpu-s7C8weB3_y0tpsyvpP16-JIodZ8r-G4L6c-hgf0CWXouvQuc314l7541Xt41fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gu9tuksicg0000001735198669902&qH=9215ad6dc70e1542,"POCO M6 Plus 5G (Ice Silver, 128 GB)  (6 GB RAM)",N/A,4.2,Dual Sim,17.25 cm (6.79 inch),2460 x 1080 Pixels,N/A,N/A,Android 14,Snapdragon 4 Gen2 AE,Octa Core,128 GB,6 GB,N/A,1 TB,108MP + 2MP,13MP Front Camera,Upto 10X,N/A,"5G, 4G VoLTE, 4G LTE, WCDMA, GSM",v5.0,Supports 2.4 GHz and 5 GHz Dual Band,No,5030 mAh
201,https://flipkart.com/infinix-gt-20-pro-mecha-blue-256-gb/p/itm65a37452b3cc8?pid=MOBHYP4XKUET74VN&lid=LSTMOBHYP4XKUET74VNKPZHZ3&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_9_202&otracker=search&otracker1=search&fm=organic&iid=en_B4XbMIDXXBgbgi7p-LcOUDpu-s7C8weB3_y0tpsyvpNSQdYwvoQ6BlrycrriNplUoIWYHlc6iusZ6NcMGBhEIvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gu9tuksicg0000001735198669902&qH=9215ad6dc70e1542,"Infinix GT 20 Pro (Mecha Blue, 256 GB)  (8 GB RAM)",N/A,4.4,Dual Sim,17.22 cm (6.78 inch),2436 x 1080 Pixels,Full HD+ AMOLED,N/A,Android 14,Dimensity 8200 Ultimate,Octa Core,256 GB,8 GB,N/A,N/A,108MP (OIS) + 2MP + 2MP,32MP Front Camera,Yes,N/A,"5G, 4G LTE, WCDMA, GSM",N/A,WiFi 6,Yes,5000 mAh
202,https://flipkart.com/vivo-t1-44w-starry-sky-128-gb/p/itm2a08ebbea3689?pid=MOBGDRHVHYFKQP8K&lid=LSTMOBGDRHVHYFKQP8KYHDDNN&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_9_203&otracker=search&otracker1=search&fm=organic&iid=191a8f15-a307-4c46-bd51-fbfcbf062a43.MOBGDRHVHYFKQP8K.SEARCH&ppt=None&ppn=None&ssid=gu9tuksicg0000001735198669902&qH=9215ad6dc70e1542,"vivo T1 44W (Starry Sky, 128 GB)  (8 GB RAM)",N/A,4.3,Dual Sim,16.36 cm (6.44 inch),2400 x 1080,Full HD+ AMOLED Display,Qualcomm Adreno 610,Android 12,Qualcomm Snapdragon 680,Octa Core,128 GB,8 GB,N/A,1 TB,50MP + 2MP + 2MP,16MP Front Camera,N/A,N/A,"4G LTE, WCDMA, GSM",v5.1,"Supports 2.4 GHz, 5 GHz",No,5000 mAh
203,https://flipkart.com/tecno-spark-20-pro-5g-neon-green-256-gb/p/itm6bc9c27f4650d?pid=MOBHFXHEZAFQHVWF&lid=LSTMOBHFXHEZAFQHVWFE782E0&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_9_204&otracker=search&otracker1=search&fm=organic&iid=191a8f15-a307-4c46-bd51-fbfcbf062a43.MOBHFXHEZAFQHVWF.SEARCH&ppt=None&ppn=None&ssid=gu9tuksicg0000001735198669902&qH=9215ad6dc70e1542,"Tecno Spark 20 Pro 5G (Neon Green, 256 GB)  (8 GB RAM)",N/A,4.1,Dual Sim,17.22 cm (6.78 inch),NA,N/A,N/A,Android 14,D6080 5G Processor,Octa Core,256 GB,8 GB,N/A,N/A,108MP Rear Camera,N/A,N/A,N/A,5G,N/A,N/A,N/A,5000 mAh
204,https://flipkart.com/samsung-galaxy-f23-5g-aqua-blue-128-gb/p/itm89d3030e3857e?pid=MOBGBKQFHKZHTHKJ&lid=LSTMOBGBKQFHKZHTHKJIHLFJF&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_9_205&otracker=search&otracker1=search&fm=organic&iid=191a8f15-a307-4c46-bd51-fbfcbf062a43.MOBGBKQFHKZHTHKJ.SEARCH&ppt=None&ppn=None&ssid=gu9tuksicg0000001735198669902&qH=9215ad6dc70e1542,"SAMSUNG Galaxy F23 5G (Aqua Blue, 128 GB)  (4 GB RAM)","₹15,490",4.2,Dual Sim,16.76 cm (6.6 inch),2408 x 1080 Pixels,Full HD+,Qualcomm Adreno 619,Android 12,Qualcomm Snapdragon 750G,Octa Core,128 GB,4 GB,128 GB,1 TB,50MP + 8MP + 2MP,8MP Front Camera,10X,30 fps,"5G, 4G LTE, WCDMA, GSM",v5.0,802.11 a/b/g/n/ac (2.4 GHz | 5 GHz),Yes,5000 mAh
205,https://flipkart.com/motorola-g52-metallic-white-128-gb/p/itm469efad765b98?pid=MOBGAKFYDDSNZGR8&lid=LSTMOBGAKFYDDSNZGR8BNUJPG&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_9_206&otracker=search&otracker1=search&fm=organic&iid=191a8f15-a307-4c46-bd51-fbfcbf062a43.MOBGAKFYDDSNZGR8.SEARCH&ppt=None&ppn=None&ssid=gu9tuksicg0000001735198669902&qH=9215ad6dc70e1542,"Motorola g52 (Metallic White, 128 GB)  (6 GB RAM)","₹19,999",4.2,Dual Sim,16.76 cm (6.6 inch),2460 x 1080 Pixels,Full HD+ OLED Display,Qualcomm Adreno 610,Android 12,Qualcomm Snapdragon 680,Octa Core,128 GB,6 GB,N/A,N/A,50MP + 8MP + 2MP,16MP Front Camera,Yes,30 fps,"4G LTE, UMTS, GSM",v5.0,802.11 a/b/g/n/ac (2.4 GHz | 5 GHz),Yes,5000 mAh
206,https://flipkart.com/infinix-note-40x-5g-palm-blue-256-gb/p/itm9c39960257804?pid=MOBH34XGH9JGS3KM&lid=LSTMOBH34XGH9JGS3KMTLDOKR&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_9_207&otracker=search&otracker1=search&fm=organic&iid=en_B4XbMIDXXBgbgi7p-LcOUDpu-s7C8weB3_y0tpsyvpMIza-eTq1NA6Rhv0aSb97C6tRXSJTRQgsrhYURd5zxNfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gu9tuksicg0000001735198669902&qH=9215ad6dc70e1542,"Infinix Note 40X 5G (Palm Blue, 256 GB)  (12 GB RAM)","₹13,999",4.3,Dual Sim,17.22 cm (6.78 inch),2460 x 1080 Pixels,Full HD+,N/A,Android 14,Dimensity 6300,Octa Core,256 GB,12 GB,N/A,1 TB,108MP + 2MP + AI Lens,8MP Front Camera,Yes,N/A,"5G, 4G LTE, WCDMA, GSM",v5.2,802.11 (a/b/g/n/ac),Yes,5000 mAh
207,https://flipkart.com/samsung-galaxy-a14-5g-black-128-gb/p/itm4e53e4bf801e1?pid=MOBGHT8UR4T25NGB&lid=LSTMOBGHT8UR4T25NGBLLYADS&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_9_208&otracker=search&otracker1=search&fm=organic&iid=en_B4XbMIDXXBgbgi7p-LcOUDpu-s7C8weB3_y0tpsyvpMwBkMn68GWY8vFZSsbtxituwgB7up0vdOvWe9I0tJgFvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=gu9tuksicg0000001735198669902&qH=9215ad6dc70e1542,"SAMSUNG Galaxy A14 5G (Black, 128 GB)  (6 GB RAM)",N/A,4.2,Dual Sim,16.76 cm (6.6 inch),2408 x 1080 Pixels,Full HD+,ARM Mali G68 MP2,Android 13,Exynos 1330,Octa Core,128 GB,6 GB,128 GB,1 TB,50MP + 2MP + 2MP,13MP Front Camera,Upto 10X,30 fps,"5G, 4G LTE, WCDMA, GSM",v5.0,802.11,No,5000 mAh
