,Mobile Link,Mobile Name,Price,Rating,SIM Type,Display Size,Resolution,Display Type,GPU,Operating System,Processor Type,Processor Core,Internal Storage,RAM,Total Memory,Expandable Storage,Primary Camera,Secondary Camera,Digital Zoom,Frame Rate,Supported Networks,Bluetooth Version,Wi-Fi Version,NFC,Battery Capacity
0,https://flipkart.com/samsung-galaxy-a14-5g-dark-red-128-gb/p/itma8393faabfb76?pid=MOBGHT8UUUNXNYZ4&lid=LSTMOBGHT8UUUNXNYZ4QUY1LJ&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_69wk7O-ePuB81QtatGd2Q4MRLLJsG09Sb4ccve8wkuhkV7qU3xrP6jv6MilaZt8NWn0rLHS-k1NXmOMXwSoZg_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=bf56x9jr0w0000001735198664261&qH=9215ad6dc70e1542,"SAMSUNG Galaxy A14 5G (Dark Red, 128 GB)  (6 GB RAM)","₹10,999",4.2,Dual Sim,16.76 cm (6.6 inch),2408 x 1080 Pixels,Full HD+,ARM Mali G68 MP2,Android 13,Exynos 1330,Octa Core,128 GB,6 GB,128 GB,1 TB,50MP + 2MP + 2MP,13MP Front Camera,Upto 10X,30 fps,"5G, 4G LTE, WCDMA, GSM",v5.0,802.11,No,5000 mAh
1,https://flipkart.com/samsung-galaxy-a14-5g-light-green-128-gb/p/itmabe91abe7ba0c?pid=MOBGHT8UU3STRKZS&lid=LSTMOBGHT8UU3STRKZSI7GOCK&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=en_69wk7O-ePuB81QtatGd2Q4MRLLJsG09Sb4ccve8wkuhmnj_p0Pya_-4qQwqhntZNnJLSrVyAuuGUkkwpZV7-D_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=bf56x9jr0w0000001735198664261&qH=9215ad6dc70e1542,"SAMSUNG Galaxy A14 5G (Light Green, 128 GB)  (6 GB RAM)","₹10,999",4.2,Dual Sim,16.76 cm (6.6 inch),2408 x 1080 Pixels,Full HD+,ARM Mali G68 MP2,Android 13,Exynos 1330,Octa Core,128 GB,6 GB,128 GB,1 TB,50MP + 2MP + 2MP,13MP Front Camera,Upto 10X,30 fps,"5G, 4G LTE, WCDMA, GSM",v5.0,802.11,No,5000 mAh
2,https://flipkart.com/motorola-g85-5g-cobalt-blue-128-gb/p/itm3c5fb4da1bfe6?pid=MOBHY9PQ7FGZKVDK&lid=LSTMOBHY9PQ7FGZKVDK4B1TIW&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&spotlightTagId=BestsellerId_tyy%2F4io&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=062bbc06-04ba-4f54-938c-d7fc3e05028c.MOBHY9PQ7FGZKVDK.SEARCH&ppt=None&ppn=None&ssid=bf56x9jr0w0000001735198664261&qH=9215ad6dc70e1542,"Motorola G85 5G (Cobalt Blue, 128 GB)  (8 GB RAM)","₹17,999",4.5,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,pOLED Endless Edge Display,Qualcomm Adreno 619,Android 14,6s Gen 3,Octa Core,128 GB,8 GB,N/A,N/A,50MP + 8MP,32MP Front Camera,Upto 8X,30 fps,"4G LTE, 5G, GSM, WCDMA",v5.1,Wi-Fi 802.11 a/b/g/n/ac (2.4 GHz | 5 GHz),No,5000 mAh
3,https://flipkart.com/motorola-g85-5g-olive-green-128-gb/p/itm1c4b849213a0e?pid=MOBHY9PQMNCMDVCD&lid=LSTMOBHY9PQMNCMDVCDI6UUHQ&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&spotlightTagId=BestsellerId_tyy%2F4io&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=062bbc06-04ba-4f54-938c-d7fc3e05028c.MOBHY9PQMNCMDVCD.SEARCH&ppt=None&ppn=None&ssid=bf56x9jr0w0000001735198664261&qH=9215ad6dc70e1542,"Motorola G85 5G (Olive Green, 128 GB)  (8 GB RAM)",N/A,4.5,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,pOLED Endless Edge Display,Qualcomm Adreno 619,Android 14,6s Gen 3,Octa Core,128 GB,8 GB,N/A,N/A,50MP + 8MP,32MP Front Camera,Upto 8X,30 fps,"4G LTE, 5G, GSM, WCDMA",v5.1,Wi-Fi 802.11 a/b/g/n/ac (2.4 GHz | 5 GHz),No,5000 mAh
4,https://flipkart.com/poco-m6-plus-5g-ice-silver-128-gb/p/itm7e794d10838b4?pid=MOBH2M2DTGYS9HPB&lid=LSTMOBH2M2DTGYS9HPBRYLMHV&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=en_69wk7O-ePuB81QtatGd2Q4MRLLJsG09Sb4ccve8wkugt8jluC0a8EMupNTB-DJ8bsncraCGuzOIADEyVQtyFQn3Gaq_wzx4HJysDmGalzMk%3D&ppt=None&ppn=None&ssid=bf56x9jr0w0000001735198664261&qH=9215ad6dc70e1542,"POCO M6 Plus 5G (Ice Silver, 128 GB)  (6 GB RAM)","₹10,999",4.2,Dual Sim,17.25 cm (6.79 inch),2460 x 1080 Pixels,N/A,N/A,Android 14,Snapdragon 4 Gen2 AE,Octa Core,128 GB,6 GB,N/A,1 TB,108MP + 2MP,13MP Front Camera,Upto 10X,N/A,"5G, 4G VoLTE, 4G LTE, WCDMA, GSM",v5.0,Supports 2.4 GHz and 5 GHz Dual Band,No,5030 mAh
5,https://flipkart.com/infinix-note-40x-5g-palm-blue-256-gb/p/itm9c39960257804?pid=MOBH34XGH9JGS3KM&lid=LSTMOBH34XGH9JGS3KMTLDOKR&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=en_69wk7O-ePuB81QtatGd2Q4MRLLJsG09Sb4ccve8wkuhKWrI5g3aRKlQ2PbMahPikK_6DWHSBz-cVZQzhd4ibhuvN4Mn-dv-pi277bRzMbnY%3D&ppt=None&ppn=None&ssid=bf56x9jr0w0000001735198664261&qH=9215ad6dc70e1542,"Infinix Note 40X 5G (Palm Blue, 256 GB)  (12 GB RAM)",N/A,4.3,Dual Sim,17.22 cm (6.78 inch),2460 x 1080 Pixels,Full HD+,N/A,Android 14,Dimensity 6300,Octa Core,256 GB,12 GB,N/A,1 TB,108MP + 2MP + AI Lens,8MP Front Camera,Yes,N/A,"5G, 4G LTE, WCDMA, GSM",v5.2,802.11 (a/b/g/n/ac),Yes,5000 mAh
6,https://flipkart.com/oppo-k12x-5g-45w-supervooc-charger-in-the-box-feather-pink-128-gb/p/itma30cb38861d4c?pid=MOBH4GBFXAJPXAHQ&lid=LSTMOBH4GBFXAJPXAHQP94XCS&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=062bbc06-04ba-4f54-938c-d7fc3e05028c.MOBH4GBFXAJPXAHQ.SEARCH&ppt=None&ppn=None&ssid=bf56x9jr0w0000001735198664261&qH=9215ad6dc70e1542,"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Feather Pink, 128 GB)  (6 GB RAM)","₹12,999",4.5,Dual Sim,16.94 cm (6.67 inch),1604 x 720 Pixels,LCD,G57 MC2,Android 14,Dimensity 6300,Octa Core,128 GB,6 GB,N/A,1 TB,32MP + 2MP,8MP Front Camera,N/A,N/A,"5G, 4G LTE, WCDMA, GSM",N/A,N/A,No,5100 mAh
7,https://flipkart.com/oppo-k12x-5g-45w-supervooc-charger-in-the-box-midnight-violet-256-gb/p/itma30cb38861d4c?pid=MOBH2Q4PGAVECMVA&lid=LSTMOBH2Q4PGAVECMVAWNAD45&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=062bbc06-04ba-4f54-938c-d7fc3e05028c.MOBH2Q4PGAVECMVA.SEARCH&ppt=None&ppn=None&ssid=bf56x9jr0w0000001735198664261&qH=9215ad6dc70e1542,"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Midnight Violet, 256 GB)  (8 GB RAM)",N/A,4.4,Dual Sim,16.94 cm (6.67 inch),1604 x 720 Pixels,LCD,G57 MC2,Android 14,Dimensity 6300,Octa Core,256 GB,8 GB,N/A,1 TB,32MP + 2MP,8MP Front Camera,N/A,N/A,"5G, 4G LTE, WCDMA, GSM",N/A,N/A,No,5100 mAh
8,https://flipkart.com/oppo-k12x-5g-45w-supervooc-charger-in-the-box-breeze-blue-256-gb/p/itma30cb38861d4c?pid=MOBH2Q4PGJCZZGT5&lid=LSTMOBH2Q4PGJCZZGT5FYFH80&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=062bbc06-04ba-4f54-938c-d7fc3e05028c.MOBH2Q4PGJCZZGT5.SEARCH&ppt=None&ppn=None&ssid=bf56x9jr0w0000001735198664261&qH=9215ad6dc70e1542,"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Breeze Blue, 256 GB)  (8 GB RAM)","₹15,999",4.4,Dual Sim,16.94 cm (6.67 inch),1604 x 720 Pixels,LCD,G57 MC2,Android 14,Dimensity 6300,Octa Core,256 GB,8 GB,N/A,1 TB,32MP + 2MP,8MP Front Camera,N/A,N/A,"5G, 4G LTE, WCDMA, GSM",N/A,N/A,No,5100 mAh
9,https://flipkart.com/oneplus-nord-ce-3-lite-5g-pastel-lime-128-gb/p/itm2cd5a4e659035?pid=MOBGZJ3WM5SGTGVZ&lid=LSTMOBGZJ3WM5SGTGVZL9QHES&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=062bbc06-04ba-4f54-938c-d7fc3e05028c.MOBGZJ3WM5SGTGVZ.SEARCH&ppt=None&ppn=None&ssid=bf56x9jr0w0000001735198664261&qH=9215ad6dc70e1542,"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 128 GB)  (8 GB RAM)","₹14,332",4.4,Dual Sim,17.07 cm (6.72 inch),2400x1080,N/A,N/A,Android Android 13,N/A,Octa Core,128 GB,8 GB,N/A,N/A,108MP Rear Camera,N/A,N/A,N/A,5G,N/A,N/A,N/A,5000 mAh
10,https://flipkart.com/samsung-galaxy-a14-5g-black-128-gb/p/itm4e53e4bf801e1?pid=MOBGHT8UR4T25NGB&lid=LSTMOBGHT8UR4T25NGBLLYADS&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=en_69wk7O-ePuB81QtatGd2Q4MRLLJsG09Sb4ccve8wkuhyV8X6f4TEvkSPfqlMDa6RobeoovlFuDTxqRCRg4NJmGaRs4JL222ZRV-dN99QnxU%3D&ppt=None&ppn=None&ssid=bf56x9jr0w0000001735198664261&qH=9215ad6dc70e1542,"SAMSUNG Galaxy A14 5G (Black, 128 GB)  (6 GB RAM)","₹10,999",4.2,Dual Sim,16.76 cm (6.6 inch),2408 x 1080 Pixels,Full HD+,ARM Mali G68 MP2,Android 13,Exynos 1330,Octa Core,128 GB,6 GB,128 GB,1 TB,50MP + 2MP + 2MP,13MP Front Camera,Upto 10X,30 fps,"5G, 4G LTE, WCDMA, GSM",v5.0,802.11,No,5000 mAh
11,https://flipkart.com/infinix-gt-20-pro-mecha-silver-256-gb/p/itm65a37452b3cc8?pid=MOBHYP4X7S8475YN&lid=LSTMOBHYP4X7S8475YNE27ESO&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=en_69wk7O-ePuB81QtatGd2Q4MRLLJsG09Sb4ccve8wkuih7q8HI1sncGoVrRDnen6jmD06kgPIlGBp7TBGO2W0468iqbiwhGf4dwbXVx7ZSks%3D&ppt=None&ppn=None&ssid=bf56x9jr0w0000001735198664261&qH=9215ad6dc70e1542,"Infinix GT 20 Pro (Mecha Silver, 256 GB)  (8 GB RAM)",N/A,4.4,Dual Sim,17.22 cm (6.78 inch),2436 x 1080 Pixels,Full HD+ AMOLED,N/A,Android 14,Dimensity 8200 Ultimate,Octa Core,256 GB,8 GB,N/A,N/A,108MP (OIS) + 2MP + 2MP,32MP Front Camera,Yes,N/A,"5G, 4G LTE, WCDMA, GSM",N/A,WiFi 6,Yes,5000 mAh
12,https://flipkart.com/motorola-g85-5g-viva-magenta-128-gb/p/itme67cc98574a7f?pid=MOBH35ZQFGVJFJ3W&lid=LSTMOBH35ZQFGVJFJ3WA8SV9M&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=062bbc06-04ba-4f54-938c-d7fc3e05028c.MOBH35ZQFGVJFJ3W.SEARCH&ppt=None&ppn=None&ssid=bf56x9jr0w0000001735198664261&qH=9215ad6dc70e1542,"Motorola G85 5G (Viva Magenta, 128 GB)  (8 GB RAM)","₹17,999",4.5,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,pOLED Endless Edge Display,Qualcomm Adreno 619,Android 14,6s Gen 3,Octa Core,128 GB,8 GB,N/A,N/A,50MP + 8MP,32MP Front Camera,Upto 8X,"30 fps, 60 fps","4G LTE, 5G, GSM, WCDMA",v5.1,Wi-Fi 802.11 a/b/g/n/ac (2.4 GHz | 5 GHz),No,5000 mAh
13,https://flipkart.com/oneplus-nord-ce-3-lite-5g-chromatic-gray-128-gb/p/itm2cd5a4e659035?pid=MOBGZJ42KHUZZKMN&lid=LSTMOBGZJ42KHUZZKMNZFSLC7&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&spotlightTagId=BestsellerId_tyy%2F4io&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=062bbc06-04ba-4f54-938c-d7fc3e05028c.MOBGZJ42KHUZZKMN.SEARCH&ppt=None&ppn=None&ssid=bf56x9jr0w0000001735198664261&qH=9215ad6dc70e1542,"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB)  (8 GB RAM)","₹14,346",4.4,Dual Sim,17.07 cm (6.72 inch),2400x1080 Pixels,N/A,N/A,Android 13,N/A,Octa Core,128 GB,8 GB,N/A,N/A,108MP Rear Camera,N/A,N/A,N/A,5G,N/A,N/A,N/A,5000 mAh
14,https://flipkart.com/motorola-g85-5g-urban-grey-128-gb/p/itmd537bad93eed7?pid=MOBHY9PQHVCM54FH&lid=LSTMOBHY9PQHVCM54FHI6UBP0&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&spotlightTagId=FkPickId_tyy%2F4io&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=062bbc06-04ba-4f54-938c-d7fc3e05028c.MOBHY9PQHVCM54FH.SEARCH&ppt=None&ppn=None&ssid=bf56x9jr0w0000001735198664261&qH=9215ad6dc70e1542,"Motorola G85 5G (Urban Grey, 128 GB)  (8 GB RAM)","₹17,999",4.5,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,pOLED Endless Edge Display,Qualcomm Adreno 619,Android 14,6s Gen 3,Octa Core,128 GB,8 GB,N/A,N/A,50MP + 8MP,32MP Front Camera,Upto 8X,30 fps,"4G LTE, 5G, GSM, WCDMA",v5.1,Wi-Fi 802.11 a/b/g/n/ac (2.4 GHz | 5 GHz),No,5000 mAh
15,https://flipkart.com/oneplus-nord-ce-3-lite-5g-pastel-lime-256-gb/p/itm2cd5a4e659035?pid=MOBGZJ3ZFQ8AKKRS&lid=LSTMOBGZJ3ZFQ8AKKRSOXTFW2&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=062bbc06-04ba-4f54-938c-d7fc3e05028c.MOBGZJ3ZFQ8AKKRS.SEARCH&ppt=None&ppn=None&ssid=bf56x9jr0w0000001735198664261&qH=9215ad6dc70e1542,"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 256 GB)  (8 GB RAM)","₹18,893",4.4,Dual Sim,17.07 cm (6.72 inch),2400x1080,N/A,N/A,Android Android 13,N/A,Octa Core,256 GB,8 GB,N/A,N/A,108MP Rear Camera,N/A,N/A,N/A,5G,N/A,N/A,N/A,5000 mAh
16,https://flipkart.com/poco-x6-neo-5g-martian-orange-128-gb/p/itmb53368ff4b262?pid=MOBGYQ6BFZJ9RHDD&lid=LSTMOBGYQ6BFZJ9RHDDZW8XID&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=en_69wk7O-ePuB81QtatGd2Q4MRLLJsG09Sb4ccve8wkugDhKGKmIKd6UmJZLXnf8eAe6kzw3hS8-RkBmVRJA9EsvKSJvID5C-RdFfAlzwDiqI%3D&ppt=None&ppn=None&ssid=bf56x9jr0w0000001735198664261&qH=9215ad6dc70e1542,"POCO X6 Neo 5G (Martian Orange, 128 GB)  (8 GB RAM)","₹12,999",4.2,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,Full HD+ 120Hz AMOLED Display,ARM Mali-G57 MC2,Android 13,Dimensity 6080,Octa Core,128 GB,8 GB,128 GB,1 TB,108MP + 2MP,16MP Front Camera,Upto 10X,120 Hz,"4G LTE, 4G VoLTE, 5G, GSM, WCDMA",v5.3,Supports 2.4 GHz and 5 GHz Dual Band,No,5000 mAh
17,https://flipkart.com/samsung-galaxy-s23-5g-cream-128-gb/p/itmc77ff94cdf044?pid=MOBGMFFX5XYE8MZN&lid=LSTMOBGMFFX5XYE8MZNRGKCA5&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=en_69wk7O-ePuB81QtatGd2Q4MRLLJsG09Sb4ccve8wkuj5CVnsIMHAVW3hmnESyctKc8wjnkKSrPlTy8cHBgazZssrgPW5YLzJU0_H6_RHKR0%3D&ppt=None&ppn=None&ssid=bf56x9jr0w0000001735198664261&qH=9215ad6dc70e1542,"SAMSUNG Galaxy S23 5G (Cream, 128 GB)  (8 GB RAM)",N/A,4.6,Dual Sim,15.49 cm (6.1 inch),2340 x 1080 Pixels,Full HD+ Dynamic AMOLED 2X,Qualcomm Adreno 740,Android 13,Qualcomm Snapdragon 8 Gen 2,Octa Core,128 GB,8 GB,128 GB,N/A,50MP + 10MP + 12MP,12MP Front Camera,Upto 30x,30 fps,"5G, 4G LTE, WCDMA, GSM",v5.3,"802.11 a/b/g/n/ac/ax (2.4 GHz | 5 GHz 6 GHz), HE160, MIMO, 1024-QAM",Yes,3900 mAh
18,https://flipkart.com/vivo-t3x-5g-sapphire-blue-128-gb/p/itm263ed44f56cd5?pid=MOBH4EACUN3RESHP&lid=LSTMOBH4EACUN3RESHPLITWXO&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=062bbc06-04ba-4f54-938c-d7fc3e05028c.MOBH4EACUN3RESHP.SEARCH&ppt=None&ppn=None&ssid=bf56x9jr0w0000001735198664261&qH=9215ad6dc70e1542,"vivo T3x 5G (Sapphire Blue, 128 GB)  (6 GB RAM)",N/A,4.5,Dual Sim,17.07 cm (6.72 inch),2408 x 1080 Pixels,Full HD+ LCD,N/A,Android 14,6 Gen 1,Octa Core,128 GB,6 GB,N/A,1 TB,50MP + 2MP,8MP Front Camera,N/A,N/A,"5G, 4G LTE, WCDMA, GSM",v5.1,"Supports 2.4 GHz, 5 GHz",No,6000 mAh
19,https://flipkart.com/vivo-t3x-5g-sapphire-blue-128-gb/p/itm263ed44f56cd5?pid=MOBH4EACJGMTKTNZ&lid=LSTMOBH4EACJGMTKTNZ70XSHR&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=062bbc06-04ba-4f54-938c-d7fc3e05028c.MOBH4EACJGMTKTNZ.SEARCH&ppt=None&ppn=None&ssid=bf56x9jr0w0000001735198664261&qH=9215ad6dc70e1542,"vivo T3x 5G (Sapphire Blue, 128 GB)  (4 GB RAM)","₹12,999",4.5,Dual Sim,17.07 cm (6.72 inch),2408 x 1080 Pixels,Full HD+ LCD,N/A,Android 14,6 Gen 1,Octa Core,128 GB,4 GB,N/A,1 TB,50MP + 2MP,8MP Front Camera,N/A,N/A,"5G, 4G LTE, WCDMA, GSM",v5.1,"Supports 2.4 GHz, 5 GHz",No,6000 mAh
20,https://flipkart.com/infinix-note-40-pro-5g-vintage-green-256-gb/p/itma7197f5eb7e85?pid=MOBGZCBWUBBPE6PG&lid=LSTMOBGZCBWUBBPE6PG3WPGPH&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=en_69wk7O-ePuB81QtatGd2Q4MRLLJsG09Sb4ccve8wkugSeqXqLr_aG7uJpQZm8xYaY0qkjSwaodCda4uaDkv0G8DbPjpExlWhmpgUQnOg2ao%3D&ppt=None&ppn=None&ssid=bf56x9jr0w0000001735198664261&qH=9215ad6dc70e1542,"Infinix Note 40 Pro 5G (Vintage Green, 256 GB)  (8 GB RAM)","₹19,999",4.2,Dual Sim,17.22 cm (6.78 inch),2436 x 1080 Pixels,Full HD+ LTPS Curved AMOLED,N/A,Android 14,Mediatek Dimensity 7020,Octa Core,256 GB,8 GB,N/A,N/A,108MP (OIS) + 2MP + 2MP,32MP Front Camera,3X (Optical)and 10X,N/A,"5G, 4G LTE, WCDMA, GSM",v5.3,802.11 (a/b/g/n/ac) (2.4 GHz|5 GHz),Yes,5000 mAh
21,https://flipkart.com/samsung-galaxy-s23-5g-phantom-black-128-gb/p/itm1f3efe01d1c61?pid=MOBGNPGZVX4PCTTF&lid=LSTMOBGNPGZVX4PCTTFYWYWBL&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=en_69wk7O-ePuB81QtatGd2Q4MRLLJsG09Sb4ccve8wkughUKXS3tdWsZq_3qImIpVUoDpaneuSRzEfS6FXRhLVG2JMZAJirnjvZRqZ0WhE16A%3D&ppt=None&ppn=None&ssid=bf56x9jr0w0000001735198664261&qH=9215ad6dc70e1542,"SAMSUNG Galaxy S23 5G (Phantom Black, 128 GB)  (8 GB RAM)",N/A,4.6,Dual Sim,15.49 cm (6.1 inch),2340 x 1080 Pixels,Full HD+ Dynamic AMOLED 2X,Qualcomm Adreno 740,Android 13,Qualcomm Snapdragon 8 Gen 2,Octa Core,128 GB,8 GB,128 GB,N/A,50MP + 10MP + 12MP,12MP Front Camera,Upto 30x,30 fps,"5G, 4G LTE, WCDMA, GSM",v5.3,"802.11 a/b/g/n/ac/ax (2.4 GHz | 5 GHz 6 GHz), HE160, MIMO, 1024-QAM",Yes,3900 mAh
22,https://flipkart.com/oppo-k12x-5g-45w-supervooc-charger-in-the-box-feather-pink-256-gb/p/itma30cb38861d4c?pid=MOBH4GBF36RWE89W&lid=LSTMOBH4GBF36RWE89WP1CQ0N&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=062bbc06-04ba-4f54-938c-d7fc3e05028c.MOBH4GBF36RWE89W.SEARCH&ppt=None&ppn=None&ssid=bf56x9jr0w0000001735198664261&qH=9215ad6dc70e1542,"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Feather Pink, 256 GB)  (8 GB RAM)","₹15,999",4.4,Dual Sim,16.94 cm (6.67 inch),1604 x 720 Pixels,LCD,G57 MC2,Android 14,Dimensity 6300,Octa Core,256 GB,8 GB,N/A,1 TB,32MP + 2MP,8MP Front Camera,N/A,N/A,"5G, 4G LTE, WCDMA, GSM",N/A,N/A,No,5100 mAh
23,https://flipkart.com/vivo-t3x-5g-sapphire-blue-128-gb/p/itm263ed44f56cd5?pid=MOBH4EAC8GFJXHHP&lid=LSTMOBH4EAC8GFJXHHPMYAKQS&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=062bbc06-04ba-4f54-938c-d7fc3e05028c.MOBH4EAC8GFJXHHP.SEARCH&ppt=None&ppn=None&ssid=bf56x9jr0w0000001735198664261&qH=9215ad6dc70e1542,"vivo T3x 5G (Sapphire Blue, 128 GB)  (8 GB RAM)",N/A,4.4,Dual Sim,17.07 cm (6.72 inch),2408 x 1080 Pixels,Full HD+ LCD,N/A,Android 14,6 Gen 1,Octa Core,128 GB,8 GB,N/A,1 TB,50MP + 2MP,8MP Front Camera,N/A,N/A,"5G, 4G LTE, WCDMA, GSM",v5.1,"Supports 2.4 GHz, 5 GHz",No,6000 mAh
24,https://flipkart.com/cmf-nothing-phone-1-orange-128-gb/p/itmeef68c7ce70bf?pid=MOBHYBQTUW78PCR2&lid=LSTMOBHYBQTUW78PCR2ACTHXQ&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_2_25&otracker=search&otracker1=search&fm=organic&iid=7f766229-6539-4576-a7fb-0048fa4cdaa0.MOBHYBQTUW78PCR2.SEARCH&ppt=None&ppn=None&ssid=bap5pbtiz40000001735198665034&qH=9215ad6dc70e1542,"CMF by Nothing Phone 1 (Orange, 128 GB)  (6 GB RAM)",N/A,4.4,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,AMOLED Rigid LTPS,ARM Mali-G615 MC2,Android 14,Dimensity 7300 5G,Octa Core,128 GB,6 GB,N/A,1 TB,50MP + 2MP,16MP Front Camera,10X,"120 fps, 60 fps, 30 fps","4G LTE, 5G, GSM, UMTS",v5.3,WiFi 6,N/A,5000 mAh
25,https://flipkart.com/motorola-g85-5g-viva-magenta-256-gb/p/itmf175adb582c15?pid=MOBH35ZQGDH68XAJ&lid=LSTMOBH35ZQGDH68XAJHFV9YO&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_2_26&otracker=search&otracker1=search&fm=organic&iid=7f766229-6539-4576-a7fb-0048fa4cdaa0.MOBH35ZQGDH68XAJ.SEARCH&ppt=None&ppn=None&ssid=bap5pbtiz40000001735198665034&qH=9215ad6dc70e1542,"Motorola G85 5G (Viva Magenta, 256 GB)  (12 GB RAM)","₹19,999",4.4,Dual Sim,16.94 cm (6.67 inch),2400 x 1080 Pixels,pOLED Endless Edge Display,Qualcomm Adreno 619,Android 14,6s Gen 3,Octa Core,256 GB,12 GB,N/A,N/A,50MP + 8MP,32MP Front Camera,Upto 8X,"30 fps, 60 fps","4G LTE, 5G, GSM, WCDMA",v5.1,Wi-Fi 802.11 a/b/g/n/ac (2.4 GHz | 5 GHz),No,5000 mAh
